"Inventarnummer","Joins","Image-link","Publikation","CTH","Fundort","Zeit","TLHdig","Anmerkungen"
"Bo 1417",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201417)","KUB 40.81","295.14 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.81)","ↂ  vgl. A.M. Polvani, Eothen 3, 1988, 171f."
"Bo 1472",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201472)","KUB 60.70","295 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 60.70)","s. D. Groddek, DBH 20, 2006, 69-71;  ↂ s. D. Groddek, DBH 20, 2006, 69-71; vgl. H. Klengel, HbOr I/34, 1999, 250 Anm. 479; M. Cammarosano, DAAM 1, 2019, 100."
"Bo 1472","+Bo 1484","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201484)","KUB 60.70",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 60.70)","."
"Bo 1495",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201495)","IBoT 4.136","295.7.B | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša:  [In Istanbul]","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=IBoT 4.136)","s. D. Groddek, DBH 23, 2007, 104f. - Cf. KUB 38.37 (= Bo 4971). ↂ s. D. Groddek, DBH 23, 2007, 104f. - Cf. KUB 38.37 (= Bo 4971). | KUB 38.37 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 38.37); Bo 4971 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 4971); KUB 38.37 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 38.37); Bo 4971 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 4971)"
"Bo 1613",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 1613)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201613)","KUB 40.84","295.2 | 295 (javascript:inf('../CTH/cthfix.php?c=295','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.84)","ↂ  vgl. V. Haas, HbOr I/15, 1994. 617 Anm. 4; N. Tani, Eothen 10, 1999, 178, 186f."
"Bo 1613","+Bo 5626","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205626)","KUB 13.34",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 13.34)","."
"Bo 1613","+Bo 6025","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206025)","KUB 40.84",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.84)","."
"Bo 1614",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201614)","KUB 40.93","297.13 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.93)","."
"Bo 1619",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 1619)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201619)","KUB 29.24","292.II.a.B | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 29.24)","s. H.A. Hoffner, Laws, 1997, 103-109, 125ff. (Sigel i, k);  ↂ s. H.A. Hoffner, Laws, 1997, 103-109, 125ff. (Sigel i, k); vgl. P. Goedegebuure, StBoT 55, 2014, 349."
"Bo 1619","(+)Bo 2205","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202205)","KBo 6.17 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=17)",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.17)","."
"Bo 1624",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201624)","KUB 40.90","294 | 294 (javascript:inf('../CTH/cthfix.php?c=294','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 40.90)","s. R. Werner, StBoT 4, 1967, 67f.;  ↂ s. R. Werner, StBoT 4, 1967, 67f.; vgl. D. Schwemer, Abwehrzauber, 2007, 262 Anm. 262; S. de Martino, GsImparati2, 2010, 112; J. Glocker, AoF 38, 2011, 271."
"Bo 1750",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201750)","KUB 60.103","294 | 294 (javascript:inf('../CTH/cthfix.php?c=294','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 60.103)","CTH-Bestimmung J. Miller (09.02.2024);
 s. D. Groddek, DBH 20, 2006, 102f. ↂ s. D. Groddek, DBH 20, 2006, 102f."
"Bo 1832",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 1832)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201832)","KUB 26.49","297.6 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša:  [In Istanbul]","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 26.49)","Join F. Fuscagni (26.11.2012); s. F. Pecchioli Daddi, Mesopotamia 13-14, 1978-1979, 310 Anm. 43; Th. van den Hout, StBoT 38, 1995, 153f.;  ↂ Join F. Fuscagni (26.11.2012); s. F. Pecchioli Daddi, Mesopotamia 13-14, 1978-1979, 310 Anm. 43; Th. van den Hout, StBoT 38, 1995, 153f.; vgl. E. Neu, StBoT 26, 1983, 287 Anm. 12; A. Ünal, SMEA 24, 1984, 100 Anm. 72; M. Marizza, SMEA 48, 2006, 163; id., Mesopotamia 45, 2010, 33; Ch. Lebrun, RANT 8, 2011, 206."
"Bo 1832","+Bo 9073","",".",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=<font color='PapayaWhip'>.</font>)","."
"Bo 1923",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 1923)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%201923)","KUB 29.20","291.II.d | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 29.20)","s. H.A. Hoffner, Laws, 1997, 92-96 (Sigel O (+) Q). ↂ s. H.A. Hoffner, Laws, 1997, 92-96 (Sigel O (+) Q)."
"Bo 1923","(+)Bo 6186","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%206186)","KUB 29.18",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 29.18)","."
"Bo 2006a",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202006a)","KUB 60.146","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 60.146)","s. D. Groddek, DBH 20, 2006, 145. ↂ s. D. Groddek, DBH 20, 2006, 145."
"Bo 2015",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202015)","KBo 6.26 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=26)","292.II.a.B | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.26)","s. H.A. Hoffner, Laws, 1997, 125ff. (Sigel p); id., FsKošak, 2007, 390, 395;  ↂ s. H.A. Hoffner, Laws, 1997, 125ff. (Sigel p); id., FsKošak, 2007, 390, 395; vgl. N. Boysan-Dietrich, THeth 12, 1987, 26f.; F. Starke, StBoT 31, 1990, 127; P. Dardano, OrNS 71, 2002, 356, 358; ead., GsNeu, 2010, 51; M. Marazzi - H. Gzella, SMEA 45, 2003, 72f. (zu § 198/*84); H.C. Melchert, FsHerzenberg, 2005, 95; A. Kloekhorst, IEED 5, 2008, 980f.; E. Fritzsche, AoF 38, 2011, 37; B. Christiansen, StBoT 53, 2012, 57; ead., ZAR 21, 2015, 43, 91, 95; M.G. Maier, DBH 42, 2013, 18 (verschrieben als KUB 6.26 = Bo 1619); G. Baccelli et al., ATS 18, 2014, 107 Anm. 99; P. Goedegebuure, StBoT 55, 2014, 134, 301, 364, 540; B.W. Fortson IV, JCS 67, 2015, 67; A.V. Sideltsev, RA 109, 2015, 9f., 22; id., Entzifferung, 2018, 341; M. Zorman, KZ 126, 2015, 131; M. Cajnko, ZA 106, 2016, 225; M. Kudrinski, JCS 69, 2017, 121; E. Rieken, Partizip, 2017, 399; A. Gilan, ZA 108, 2018, 228; I. Peled, JANES 34, 2020, 143-145; G. Torri, FsdeMartino, 2020, 439; H. Yamamoto, Orient 55, 2020, 36; Ch. Cognetti, THeth 32, 2021, 186f. | KUB 6.26 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 6.26); Bo 1619 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=Bo 1619)"
"Bo 2094",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202094)","KBo 6.4 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=4)","291.III | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.4)","s. H.A. Hoffner, Laws, 1997, Sigel PT (""Parallel Text""); id., CoS 2, 2003, 106-119; id., FsKošak, 2007, 394f., 396f.;  ↂ s. H.A. Hoffner, Laws, 1997, Sigel PT (""Parallel Text""); id., CoS 2, 2003, 106-119; id., FsKošak, 2007, 394f., 396f.; vgl. L.M. Mascheroni, SMEA 24, 1984, 154f.; R.H. Beal, AoF 15, 1988, 288f. §§ 39-41; id., OrNS 57, 1988, 168; T. Oshiro, IF 98, 1993, 98f.; R. Haase, AoF 29, 2002, 63-67; E.J. Buis, RANT 4, 2007, 180; P.M. Goedegebuure, BiOr 64, 2007, 46; ead., StBoT 55, 2014, 352, 356, 370, 372, 380; S. Patri, StBoT 49, 2007, 119; M. Marizza, Kaskal 7, 2010, 88; Y. Feder, Blood, 2011, 237; J. Puhvel, JCS 64, 2012, 85; S. Hutter-Braunsar, BN 156, 2013, 91, 94; J. Lorenz, JCS 65, 2013, 165; A. Kloekhorst, StBoT 56, 2014, 608f.; Sh. Gordin, StBoT 59, 2015, 50; A. Sideltsev - M. Molina, IF 120, 2015, 243; G. Torri, CRRAI 57, 2015, 581; W.J.I. Waal, StBoT 57, 2015, 259; P. Cotticelli-Kurras, FsTischler, 2016, 34; A. Ünal, FsYalçın, 2020, 193.  - (Schreiber mḪanikuili, Sohn von mNU.GIŠ[KIRI₆], Enkel von mLÚ, Nachkomme von mKarunuwa)."
"Bo 2095",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202095)","KBo 6.6 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=6)","291.II.c.A | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.6)","s. H.A. Hoffner, Laws, 1997, 161 (Sigel D+E, Sandwich-Join);  ↂ s. H.A. Hoffner, Laws, 1997, 161 (Sigel D+E, Sandwich-Join); vgl. I. Yakubovich, Luvian, 2010, 365; B. Christiansen, ZAR 21, 2015, 34; W.J.I. Waal, StBoT 57, 2015, 258."
"Bo 2095","+Bo 2096","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202096)","KBo 6.7 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=7)",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.7)","."
"Bo 2098",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202098)","KBo 6.5 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=5)","291.II.b | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","sjh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.5)","s. H.A. Hoffner, Laws, 1997, 161 (Sigel C);  ↂ s. H.A. Hoffner, Laws, 1997, 161 (Sigel C); vgl. G. Beckman, GsSchwartz, 1988, 99-106; S. Patri, StBoT 49, 2007, 111; M. Zorman, KZ 126, 2015, 132; P. Cotticelli-Kurras, FsÜnal, 2016, 342; L. Grestenberger, FsYoshida, 2019, 94."
"Bo 2100",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 2100)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202100)","KBo 6.10 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=10)","292.II.b.A | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.10)","Join mit Bo 9526 O. Soysal (7.4.2015); s. H.A. Hoffner, Laws, 1997, 163 (Sigel c);  ↂ Join mit Bo 9526 O. Soysal (7.4.2015); s. H.A. Hoffner, Laws, 1997, 163 (Sigel c); vgl. E. Neu, StBoT 18, 1974, 106f.; N. Boysan-Dietrich, 1987, 108; H. Otten, ZA 80, 1990, 223f.; V. Haas, HbOr I/15, 1994, 233; E. Rieken, StBoT 44, 1999, 392; H.C. Melchert, IBS 100, 2001, 265; A. Kloekhorst, IEED 5, 2008, 760, 1023; T. Tanaka, 6. IKH, 2008, 739; B. Christiansen, ZAR 21, 2015, 94; O. Soysal, NABU 2015/3, 2015, 114-116 (Nr. 70); D. Prechel, FsFreydank, 2019, 241; O. Soysal - B.Y. Gülşen, CHDS 3, 2019, 229-231."
"Bo 2100","+Bo 2110","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202110)","KBo 6.20 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=20)",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.20)","."
"Bo 2100","+Bo 9526","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%209526)","CHDS 3.183",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","T.I *","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=CHDS 3.183)","s. O. Soysal, NABU 2015/3, 2015, 114-116 (Nr. 70). ↂ s. O. Soysal, NABU 2015/3, 2015, 114-116 (Nr. 70)."
"Bo 2102",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202102)","KBo 6.11 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=11)","292.II.a.A | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.11)","s. H.A. Hoffner, Laws, 1997, 163 (Sigel d);  ↂ s. H.A. Hoffner, Laws, 1997, 163 (Sigel d); vgl. R.H. Beal, AoF 15, 1988, 278; G. Torri, Kaskal 17, 2020, 130."
"Bo 2103",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202103)","KBo 6.15 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=15)","292.II.b.D | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.15)","s. H.A. Hoffner, Laws, 1997, 163 (Sigel v);  ↂ s. H.A. Hoffner, Laws, 1997, 163 (Sigel v); vgl. P. Goedegebuure, StBoT 55, 2014, 368."
"Bo 2104",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202104)","KBo 6.16 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=16)","292.II.d | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.16)","s. H.A. Hoffner, Laws, 163 (Sigel j). ↂ s. H.A. Hoffner, Laws, 163 (Sigel j)."
"Bo 2119",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202119)","KBo 6.22 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=22)","291.II.d | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.22)","s. H.A. Hoffner, Laws, 1997, 162 (Sigel S). ↂ s. H.A. Hoffner, Laws, 1997, 162 (Sigel S)."
"Bo 2175",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202175)","KUB 60.129","297 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 60.129)","s. D. Groddek, DBH 20, 2006, 128f.;  Cf. 1784/c Anm. ↂ s. D. Groddek, DBH 20, 2006, 128f.; vgl. Th. van den Hout, DMOA 25, 1998, 66f.; J. Klinger, Hethitica 15, 2002, 107 (verschrieben als KUB 60.124); A. Taggar-Cohen, THeth 26, 2006, 377; D. Schwemer, Abwehrzauber, 2007, 262 Anm. 24; V. Haas, Orakel, 2008, 100. - Cf. 1784/c Anm. | 1784/c (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=1784/c); KUB 60.124 (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?p=KUB 60.124); 1784/c (https://www.hethport.uni-wuerzburg.de/hetkonk/hetkonk_abfrage.php?iv=1784/c)"
"Bo 2201",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 2201)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202201)","KBo 6.13 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=13)","292.II.a.A | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"".","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.13)","s. H.A. Hoffner, Laws, 1997, 163 (Sigel e);  ↂ s. H.A. Hoffner, Laws, 1997, 163 (Sigel e); vgl. N. Boysan-Dietrich, THeth 12, 1987, 26; V. Haas, Materia, 2003, 705; G. Torri, JANER 4, 2004, 140; H.C. Melchert, FsHerzenberg, 2005, 95; E.J. Buis, RANT 4, 2007, 179; B. Christiansen, ZAR 21, 2015, 34, 94; W.J.I. Waal, StBoT 57, 2015, 259; A. Arroyo Cambronero, GsSevilla Cueva, 2015-2016, 380; Ch.W. Steitler, StBoT 62, 2017, 219f.; M. Hutter, CHANE 107, 2019, 508; Ch.W. Steitler, 9. IKH, 2019, 961f.; H. Yamamoto, Orient 55, 2020, 36."
"Bo 2201","(+)Bo 5681","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%205681)","KUB 13.30",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","T.I *:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 13.30)","."
"Bo 2206",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202206)","KBo 6.12 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=12)","292.II.b.B | 292 (javascript:inf('../CTH/cthfix.php?c=292','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.12)","s. H.A. Hoffner, Laws, 1997, 162 (Sigel a);  ↂ s. H.A. Hoffner, Laws, 1997, 162 (Sigel a); vgl. H. Marquardt,  FsKošak, 2007,  505; I. Yakubovich, Luvian, 2010, 365; P. Goedegebuure, StBoT 55, 2014, 351; A. Arroyo, AuOr 37/2, 2019, 223f."
"Bo 2481",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202481)","KUB 23.54","297.1 | 297 (javascript:inf('../CTH/cthfix.php?c=297','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 23.54)","ↂ  vgl. Ch. Lebrun, PIOL 66, 2014, 59."
"Bo 2627",".","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%202627)","KBo 6.9 |  (https://www.hethport.uni-wuerzburg.de/hetkonk/kbopraep.php?p=KBo&b=6&n=9)","291.II.c.C | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","T.I *:  J. Siegelová, Hrozný, 2015, 68: ""... kann man m.E. voraussetzen, dass sie [sc. Fragmente] aus dem Großen Tempel stammen"". - [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KBo 6.9)","s. H.A. Hoffner, Laws, 1997, 161 (Sigel G). ↂ s. H.A. Hoffner, Laws, 1997, 161 (Sigel G)."
"Bo 3589",". |  (https://www.hethport.uni-wuerzburg.de/hetskiz/sk.php?f=Bo 3589)","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%203589)","KUB 13.13","291.II.c.D+E | 291 (javascript:inf('../CTH/cthfix.php?c=291','CTH'))","Ḫattuša:  [In Istanbul]","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 13.13)","s. H.A. Hoffner, Laws, 1997, 161 (Sigel H (+) I). ↂ s. H.A. Hoffner, Laws, 1997, 161 (Sigel H (+) I)."
"Bo 3589","(+)Bo 3667","|  (https://www.hethport.uni-wuerzburg.de/hetkonk/bildpraep.php?fundnr=Bo%203667)","KUB 13.12",". | . (javascript:inf('../CTH/cthfix.php?c=<font color='PapayaWhip'>.</font>','CTH'))","Ḫattuša","jh.","|  (https://www.hethport.uni-wuerzburg.de/TLHdig/tlh_xtx.php?d=KUB 13.12)","."
